Gender,HeightCm,WeightKg
Female,175,53
Female,163,74
Male,151,51
Female,149,81
Male,158,69
Female,149,99
Male,168,72
Male,144,76
Male,154,75
Female,160,96
Female,175,68
Female,153,68
Female,167,59
Male,153,62
Female,159,83
Male,177,69
Female,156,78
Male,175,66
Male,175,81
Female,151,79
Male,146,72
Female,179,59
Female,159,57
Female,163,71
Female,141,61
Female,176,81
Male,174,51
Male,167,74
Male,163,98
Female,153,83
Male,140,59
Female,144,59
Female,140,54
Female,152,88
Female,171,54
Male,145,75
Male,141,71
Female,174,84
Male,153,63
Female,153,83
Female,169,91
Male,148,95
Female,171,67
Male,173,57
Male,149,54
Male,161,68
Male,171,69
Female,179,99
Male,174,55
Male,150,70
Male,157,63
Female,165,59
Female,143,72
Male,146,75
Male,173,57
Female,173,65
Male,151,73
Female,146,96
Male,171,75
Female,141,94
Male,140,60
Female,141,64
Male,159,75
Male,141,74
Male,156,65
Female,145,58
Male,161,58
Female,151,96
Male,165,84
Male,154,52
Female,173,94
Male,153,54
Female,154,65
Female,150,79
Female,152,87
Male,143,69
Male,140,63
Male,140,75
Female,179,54
Female,167,50
Male,158,78
Male,177,59
Male,179,80
Male,153,93
Female,145,81
Female,144,54
Female,162,63
Female,167,65
Male,174,71
Female,178,50
Male,179,84
Male,156,95
Male,179,61
Male,155,88
Male,174,60
Male,160,64
Male,170,80
Female,141,83
Male,151,97
Male,140,76
Male,145,57
Male,145,56
Male,166,56
Male,143,91
Female,154,78
Male,144,71
Female,174,66
Male,162,90
Male,163,50
Male,151,85
Male,152,65
Female,172,93
Male,160,74
Male,146,53
Male,143,54
Male,156,73
Male,168,99
Male,179,51
Female,176,64
Male,141,95
Male,178,55
Female,173,56
Female,177,96
Female,146,71
Female,150,90
Male,144,52
Male,153,62
Female,158,50
Female,164,58
Male,168,51
Female,165,73
Female,159,72
Male,175,93
Female,163,97
Female,178,64
Female,154,60
Male,140,59
Male,174,67
Male,176,91
Female,164,91
Female,174,50
Male,166,59
Female,162,61
Male,179,52
Male,161,94
Female,160,61
Male,141,63
Female,177,97
Female,167,84
Male,148,66
Male,142,79
Male,169,55
Female,167,78
Female,142,68
Female,173,61
Male,153,62
Female,153,82
Female,179,69
Female,166,96
Female,177,53
Male,156,75
Female,149,62
Female,157,84
Male,146,64
Female,165,93
Male,160,72
Female,155,57
Male,171,83
Male,160,68
Female,172,64
Male,154,94
Male,142,88
Male,175,86
Female,167,89
Female,147,53
Male,163,59
Female,167,85
Female,150,95
Female,177,92
Male,172,63
Male,179,53
Male,166,50
Male,150,68
Male,153,53
Male,157,63
Female,147,72
Male,145,54
Female,142,54
Female,175,96
Female,144,87
Female,169,85
Male,147,79
Male,169,82
Male,178,54
Male,142,91
Male,165,77
Female,162,76
Female,152,71
Female,158,86
Male,152,57
Female,151,59
Male,152,97
Female,154,56
Female,142,78
Male,159,57
Male,144,51
Female,148,77
Female,158,53
Male,177,73
Female,178,72
Female,149,52
Female,155,78
Female,166,83
Female,165,98
Male,167,85
Female,172,56
Male,171,58
Female,147,67
Female,154,72
Male,163,53
Male,146,76
Male,146,60
Female,163,54
Male,159,64
Female,161,67
Female,149,53
Female,163,92
Male,162,74
Male,175,92
Male,171,96
Female,164,92
Male,179,77
Female,148,54
Female,141,83
Female,142,66
Male,159,87
Female,161,52
Male,141,66
Female,165,94
Female,179,98
Female,159,60
Female,158,53
Female,166,61
Female,173,95
Male,165,73
Male,148,82
Male,177,68
Male,150,83
Female,156,98
Female,158,90
Female,172,72
Female,141,70
Female,147,88
Male,175,57
Female,149,95
Female,154,85
Female,158,61
Female,169,75
Female,141,58
Female,163,81
Female,156,80
Female,151,62
Male,149,62
Male,167,82
Female,148,74
Male,164,75
Female,172,56
Male,159,81
Male,144,60
Male,159,67
Female,172,77
Female,149,99
Male,176,74
Female,177,81
Female,164,68
Male,157,75
Female,140,98
Male,160,79
Female,177,57
Male,172,79
Male,172,64
Female,140,98
Female,141,54
Male,157,99
Female,141,91
Female,149,77
Female,172,60
Female,144,58
Female,160,91
Female,156,55
Female,167,99
Female,149,99
Male,140,57
Male,161,50
Male,176,80
Female,174,63
Male,179,76
Male,155,99
Female,161,67
Female,148,64
Female,178,80
Male,152,74
Male,158,90
Male,170,74
Female,167,57
Male,152,66
Female,177,84
Female,175,91
Female,179,71
Male,141,99
Male,142,96
Male,166,67
Female,145,67
Male,152,91
Female,176,90
Male,150,59
Male,169,86
Male,143,63
Female,159,67
Male,140,56
Female,172,89
Male,165,95
Female,179,70
Male,160,73
Male,160,75
Female,140,58
Male,160,71
Female,147,85
Female,179,60
Female,150,50
Female,171,93
Female,155,98
Female,162,59
Male,155,83
Male,179,61
Male,144,88
Male,151,70
Male,142,75
Male,169,84
Female,160,63
Male,155,85
Female,148,95
Female,143,53
Female,144,51
Female,172,54
Female,154,54
Female,144,53
Female,155,81
Female,149,91
Male,167,94
Male,178,71
Female,168,65
Female,172,60
Female,170,89
Male,175,65
Male,172,71
Male,142,71
Male,152,59
Female,173,83
Male,153,90
Female,151,55
Male,156,98
Female,177,75
Female,158,83
Female,142,87
Female,145,86
Female,174,64
Male,167,88
Male,150,89
Male,148,74
Male,164,92
Female,158,63
Male,159,92
Female,170,98
Male,157,83
Male,167,95
Female,166,78
Female,155,73
Male,149,72
Female,163,73
Female,162,71
Male,171,57
Male,162,64
Male,160,70
Female,160,75
Male,173,96
Female,178,86
Female,155,99
Male,158,92
Female,162,74
Female,176,64
Male,179,88
Male,174,66
Female,154,86
Female,175,94
Male,153,94
Male,162,60
Male,167,83
Female,156,67
Male,153,82
Female,142,55
Female,149,83
Female,171,65
Male,179,63
Male,160,66
Female,174,89
Male,143,60
Female,159,71
Female,150,75
Female,177,84
Female,179,72
Female,174,81
Male,151,50
Female,146,52
Female,168,78
Male,178,64
Female,174,76
Male,154,78
Female,147,62
Male,153,60
Male,153,65
Female,143,63
Male,152,64
Female,176,63
Female,151,60
Female,147,61
Male,168,69
Female,145,83
Male,162,92
Male,161,78
Female,173,79
Female,152,57
Female,156,92
Male,172,57
Male,176,84
Male,141,62
Female,150,98
Female,143,76
Female,175,57
Female,149,75
Male,173,68
Male,163,60
Female,157,88
Male,179,77
Female,153,99
Female,168,84
Male,164,96
Male,161,70
Female,164,90
Female,150,71
Female,178,51
Female,177,89
Male,141,97
Female,140,78
Male,143,91
Female,179,86
Male,170,79
Female,149,86
Male,148,65
Female,156,98
Female,159,87
Male,142,60
Male,153,70
Male,146,55
Male,153,91
Female,155,79
Male,179,93
Male,153,77
Male,155,58
Female,154,62
Male,168,62
Male,155,75
Male,169,62
Male,177,59
Female,155,72
Male,178,63
Male,177,90
Male,143,92
Female,171,78
Male,146,89
Male,179,74
Female,140,54
Male,171,93
Male,154,63
Female,162,68
Male,147,74
Female,158,85
Male,141,78
Male,142,69
Male,165,81
Female,167,54
Female,172,63
Male,149,68
Male,170,63
Male,171,94
Female,146,64
Female,169,57
Female,164,67
Female,171,79
Male,179,96
Female,153,79
Male,174,86
Male,145,72
Female,170,55
Female,166,70
Female,172,85
Female,157,61
Male,173,56
Male,142,51
Male,149,86
Male,152,82
Female,174,95
Male,159,87
Male,174,77
Female,159,53
Male,175,60
Female,144,81
Male,152,66
Female,149,68
Male,150,82
Female,165,78
Female,171,99
Male,149,82
Female,143,89
Female,164,66
Male,178,83
Male,173,83
Female,175,73
Male,157,73
Male,177,92
Female,164,67
Female,168,73
Female,144,53
Male,178,93
Male,175,80
Female,171,91
Female,170,77
Female,177,85
Female,163,81
Male,179,78
Female,169,50
Female,160,56
Female,150,89
Female,175,80
Female,152,67
Male,172,87
Female,153,66
Female,141,98
Male,163,91
Male,176,61
Female,174,68
Male,140,52
Male,158,87
Female,148,78
Female,170,77
Female,141,97
Male,179,59
Female,155,59
Female,154,75
Male,140,59
Female,171,67
Female,175,66
Female,179,56
Female,153,91
Female,158,99
Female,146,54
Male,154,86
Female,178,59
Male,156,53
Female,159,96
Male,162,54
Male,160,83
Male,161,68
Female,157,70
Female,162,74
Male,141,71
Male,179,68
Male,151,87
Male,176,56
Male,171,52
Male,175,50
Male,163,96
Female,140,70
Male,171,51
Male,176,98
Male,148,80
Female,154,64
Male,152,96
Female,159,99
Female,141,64
Female,142,83
Male,150,85
Male,165,69
Female,141,68
Female,178,62
Female,147,80
Female,155,72
Female,156,63
Male,174,67
Male,160,60
Male,152,59
Female,158,67
Female,162,86
Male,161,71
Female,162,81
Female,146,97
Male,156,78
Male,177,54
Male,151,88
Female,176,98
Male,152,71
Male,148,77
Female,160,97
Female,147,81
Female,153,75
Male,173,69
Male,145,97
Female,150,89
Female,147,98
Female,146,57
Male,179,95
Male,149,80
Male,165,86
Female,178,93
Female,164,61
Male,156,84
Female,175,70
Male,147,87
Male,155,85
Male,165,75
Female,157,55
Female,153,69
Male,162,56
Female,157,65
Male,146,87
Female,169,66
Female,173,69
Female,172,69
Female,159,89
Male,159,83
Female,163,93
Male,150,56
Male,148,55
Female,152,65
Female,168,99
Female,145,95
Male,145,54
Female,164,98
Female,145,53
Female,164,72
Male,164,81
Female,140,52
Male,145,67
Female,171,62
Female,143,68
Male,140,51
Male,143,84
Female,148,87
Female,158,89
Female,177,51
Female,157,72
Female,166,72
Female,178,66
Female,171,59
Male,178,69
Male,179,62
Female,170,58
Female,140,81
Male,142,60
Female,165,66
Female,153,97
Female,159,89
Female,148,65
Male,152,85
Male,140,89
Male,145,59
Male,147,89
Male,174,92
Female,149,52
Female,170,53
Male,150,93
Male,170,88
Female,163,85
Female,160,84
Female,174,75
Female,144,58
Female,163,75
Female,171,89
Female,171,71
Female,146,93
Male,168,80
Male,161,85
Male,150,58
Male,157,68
Female,177,86
Male,164,62
Female,161,86
Female,161,52
Female,149,94
Male,155,55
Female,160,53
Male,165,90
Male,172,63
Female,155,73
Female,154,51
Male,164,97
Male,165,60
Female,155,66
Female,174,90
Male,176,56
Female,140,79
Female,156,54
Male,171,83
Male,150,81
Female,172,87
Male,167,68
Female,148,56
Female,148,67
Male,143,81
Female,163,96
Male,147,79
Female,161,91
Male,162,96
Female,156,99
Female,170,63
Male,141,94
Female,148,83
Male,157,78
Female,179,67
Female,142,90
Female,142,65
Male,167,77
Male,176,51
Male,178,73
Female,140,82
Male,153,83
Male,147,94
Male,174,63
Male,164,67
Female,151,72
Female,170,61
Male,158,68
Male,145,50
Female,164,59
Male,150,97
Female,149,60
Male,156,55
Male,152,89
Female,166,68
Male,167,98
Male,145,68
Female,178,54
Female,171,55
Male,177,60
Male,143,66
Female,155,79
Female,169,80
Female,153,73
Female,153,93
Female,171,57
Male,141,60
Female,157,79
Female,173,90
Male,160,67
Female,142,72
Male,177,52
Female,170,70
Female,154,74
Male,162,61
Female,179,51
Female,146,56
Male,144,74
Female,157,63
Female,149,80
Female,176,89
Male,170,82
Female,168,66
Female,176,88
Male,143,50
Female,166,89
Male,170,52
Female,144,68
Male,145,90
Female,154,94
Female,173,80
Male,150,65
Male,152,64
Female,142,59
Male,154,88
Male,144,90
Male,173,82
Female,164,53
Male,148,64
Male,172,74
Female,156,82
Female,176,69
Male,152,58
Male,178,62
Female,165,98
Female,176,93
Female,179,51
Male,161,73
Female,153,56
Female,144,82
Male,172,98
Male,179,62
Female,179,69
Female,172,93
Male,143,89
Male,142,73
Female,153,72
Female,169,76
Female,153,85
Female,179,50
Male,157,79
Male,143,92
Female,158,52
Female,169,82
Male,167,76
Male,167,88
Male,171,99
Female,144,91
Female,160,59
Female,161,56
Male,161,53
Female,149,89
Male,178,91
Male,148,69
Male,157,93
Male,162,98
Male,153,64
Male,175,88
Female,160,53
Male,176,75
Male,144,68
Male,178,82
Female,167,95
Female,176,94
Female,143,92
Male,154,76
Female,172,88
Male,142,76
Male,140,66
Female,147,92
Female,161,75
Male,158,85
Female,156,98
Female,174,53
Female,155,54
Male,171,77
Female,154,80
Male,153,99
Female,155,64
Male,158,61
Female,146,99
Female,141,70
Female,172,54
Female,152,92
Male,175,62
Female,155,99
Male,145,85
Female,171,97
Male,148,88
Female,155,94
Female,173,60
Male,140,95
Male,144,50
Male,171,67
Male,167,55
Male,177,89
Female,154,57
Male,179,98
Male,144,72
Female,147,62
Male,167,89
Male,175,69
Male,144,53
Female,157,77
Male,154,92
Male,174,65
Female,162,61
Female,167,55
Female,149,69
Female,148,89
Female,167,83
Female,158,50
Male,149,58
Male,156,50
Male,179,59
Female,143,52
Female,172,96
Male,167,68
Male,149,83
Male,172,55
Male,163,84
Male,166,82
Male,145,54
Male,151,63
Female,175,70
Female,151,53
Female,161,61
Female,159,95
Female,165,79
Male,176,66
Male,150,85
Female,164,82
Male,157,96
Male,171,98
Male,150,61
Male,178,69
Male,140,61
Female,147,95
Male,172,52
Male,159,89
Male,150,67
Female,168,87
Female,169,82
Female,153,85
Female,169,96
Male,141,79
Female,162,95
Male,158,69
Male,165,77
Female,178,73
Male,140,97
Female,174,66
Female,173,79
Female,148,70
Male,146,95
Female,143,80
Male,141,62
Female,140,87
Female,149,76
Female,172,93
Female,170,92
Male,159,71
Male,169,89
Female,165,55
Female,143,71
Female,150,62
Male,147,92
Female,170,50
Female,162,93
Male,140,59
Male,169,92
Female,159,72
Male,145,59
Female,172,69
Female,178,87
Female,157,75
Female,176,52
Male,143,92
Female,173,87
Male,169,59
Male,151,79
Female,165,81
Male,162,72
Male,178,59
Female,164,91
Female,151,96
Female,177,94
Female,151,71
Male,153,91
Male,155,68
Male,155,88
Male,141,69
Male,166,96
Female,145,72
Female,178,69
Female,147,75
Female,172,97
Female,178,77
Male,179,84
Female,160,88
Female,167,97
Female,170,87
Male,166,67
Male,162,53
Male,169,93
Female,162,51
Female,174,84
Male,166,76
Female,158,77
Female,145,66
Female,144,79
Female,163,78
Female,149,74
Female,157,81
Female,157,56
Female,177,99
Male,157,91
Male,172,59
Female,169,65
Male,154,98
Male,169,65
Male,164,62
Male,171,74
Male,175,90
Female,172,97
Male,156,95
Female,179,72
Female,153,57
Female,142,94
Male,167,81
Female,169,78
Female,173,96
Female,156,89
Male,143,51
Male,151,93
Female,173,67
Male,143,81
Male,178,94
Male,169,53
Male,157,65
Female,162,91
Female,176,65
Male,170,89
Male,168,84
Female,156,98
Male,144,65
Male,170,57
Male,159,90
Male,158,98
Female,163,74
Female,150,94
Male,163,66
Female,175,81
Male,156,88
Female,174,76
Male,144,79
Male,164,79
Male,161,98
Male,153,79
Male,147,65
Male,145,86
Female,141,66
Female,156,89
Female,168,64
Male,171,98
Female,174,55
Male,154,81
Male,160,62
Male,154,69
Male,146,76
Male,162,91
Female,148,72
Male,140,60
Male,151,87
Female,152,92
Female,177,65
Male,148,72
Female,149,71
Male,141,92
Female,143,96
Female,178,74
Male,148,93
Male,147,50
Male,152,54
Male,161,89
Female,155,65
Male,159,75
Female,177,95
Male,163,67
Female,147,81
Female,151,93
Female,173,60
Female,172,94
Female,168,76
Female,174,86
Female,140,90
Female,176,98
Male,175,93
Male,145,70
Male,169,95
Female,154,93
Female,174,81
Male,170,72
Male,170,78
Male,168,70
Male,170,56
Male,175,61
Male,177,84
Male,163,57
Female,169,61
Female,155,82
Female,163,80
Female,160,58
Female,143,61
Female,176,54
Male,163,87
Male,162,50
Male,179,54
Female,170,79
Male,176,53
Male,170,52
Female,161,96
Male,163,51
Male,179,97
Female,145,70
Male,159,87
Female,173,55
Female,173,78
Male,173,80
Female,171,92
Female,167,68
Male,149,57
Female,145,55
Male,156,55
Male,152,77
Male,169,56
Female,165,76
Male,141,82
Male,179,93
Male,151,52
Male,174,52
Female,160,87
Male,145,61
Male,161,58
Female,163,75
Female,143,66
Female,143,71
Female,143,96
Male,153,99
Female,167,86
Female,176,79
Female,161,65
Male,142,94
Male,154,60
Male,160,80
Male,165,75
Male,143,86
Female,159,80
Female,175,76
Female,140,65
Female,158,75
Female,172,83
Female,151,95
Male,159,71
Male,144,78
Female,151,82
Male,176,69
Female,175,93
Male,156,94
Female,149,85
Female,168,82
Male,146,61
Female,153,90
Male,176,53
Female,175,71
Female,147,92
Female,152,55
Female,151,98
Female,159,62
Male,164,56
Female,175,90
Male,148,90
Female,169,62
Male,177,86
Female,164,79
Male,161,57
Male,146,57
Female,162,99
Female,174,77
Female,161,87
Male,177,61
Female,176,55
Male,157,93
Female,143,98
Male,160,89
Male,162,55
Male,157,80
Male,143,67
Female,148,66
Female,148,51
Male,149,58
Male,176,72
Female,149,95
Male,154,69
Male,150,58
Male,148,58
Female,174,66
Female,146,93
Female,163,83
Male,147,62
Male,146,88
Female,150,74
Female,146,52
Female,172,94
Female,167,52
Female,153,71
Male,177,92
Male,176,65
Male,159,83
Female,161,95
Male,177,77
Male,152,75
Female,149,67
Male,166,71
Male,158,83
Male,162,90
Female,147,77
Female,169,98
Female,156,94
Male,152,64
Female,179,69
Male,155,67
Male,152,72
Female,140,84
Female,146,84
Female,141,67
Female,146,74
Female,146,96
Male,159,99
Female,169,84
Male,149,51
